phase,dataset,horizon,outer_fold,scheme,role,group_id,n,origin_min,origin_max,target_min,target_max,membership_sha256
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S7,111,2024-05-09 13:05:00,2024-05-09 14:55:00,2024-05-09 13:10:00,2024-05-09 15:00:00,d6607c433ebf836a3cf4348bc32dfb855485b8bbf91a5da0aa56a5fa8a32e37f
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S8,221,2024-05-09 15:15:00,2024-05-09 18:55:00,2024-05-09 15:20:00,2024-05-09 19:00:00,da9408d9d753e74944dbe742aeb71030be0cc2036c57b763c04ac9ddc71ebea5
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S9,221,2024-05-09 19:15:00,2024-05-09 22:55:00,2024-05-09 19:20:00,2024-05-09 23:00:00,f218b3253ea6f071417326f018735d8879247559fbb128ec2a6234f8fa927032
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S10,221,2024-05-09 23:15:00,2024-05-10 02:55:00,2024-05-09 23:20:00,2024-05-10 03:00:00,7a8a3dc5cbfc9f1b0d9b22ae878f2554670604ca966315e987b87069030ca312
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S11,221,2024-05-10 03:15:00,2024-05-10 06:55:00,2024-05-10 03:20:00,2024-05-10 07:00:00,bb40d72cfbec9af5076bddb93621616411d7cff7324abb487fa1a1871f8448b2
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S12,221,2024-05-10 07:15:00,2024-05-10 10:55:00,2024-05-10 07:20:00,2024-05-10 11:00:00,e32fdd423a4a387191edbbd7b967581488577719deb81786cd3451a071d94c2b
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S13,221,2024-05-10 11:15:00,2024-05-10 14:55:00,2024-05-10 11:20:00,2024-05-10 15:00:00,fbdadbd2648e156c39f2b03d83b1a4d8a157b1189a08223228464488199a416b
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S14,221,2024-05-10 15:15:00,2024-05-10 18:55:00,2024-05-10 15:20:00,2024-05-10 19:00:00,d506930475e5aa141b9b5c3add25acc5630ae6722b0d4ab816b4ab22f4d5aac7
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S15,221,2024-05-10 19:15:00,2024-05-10 22:55:00,2024-05-10 19:20:00,2024-05-10 23:00:00,4c2fc59ff5e87a109940080b27636bfd66d93440257ece5456bcd7ff0bf1d3c7
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S16,221,2024-05-10 23:15:00,2024-05-11 02:55:00,2024-05-10 23:20:00,2024-05-11 03:00:00,fe6c7bf02a5909a8a8e5864cfcfa3e5fd3884448ccc1f6e20e1ff62787cad1d0
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S17,221,2024-05-11 03:15:00,2024-05-11 06:55:00,2024-05-11 03:20:00,2024-05-11 07:00:00,16b11bff8aae8074dd2ab93d42d05d9203404e0faf7c31e0e6c5bbeb2a39f288
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S18,221,2024-05-11 07:15:00,2024-05-11 10:55:00,2024-05-11 07:20:00,2024-05-11 11:00:00,691d31d1463ebd8841e4d6d6db19eb486bff37dd696708078e427c5fa311a146
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S19,221,2024-05-11 11:15:00,2024-05-11 14:55:00,2024-05-11 11:20:00,2024-05-11 15:00:00,5916fb3a208481b691ad82ed8a7f19ae67dabb49a7e8a8e7c0d2bde569ddae86
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S20,221,2024-05-11 15:15:00,2024-05-11 18:55:00,2024-05-11 15:20:00,2024-05-11 19:00:00,29015d6b281722972869d23a25fbe64985f30dcb4cc233be5cc8912172f1d2c3
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S21,221,2024-05-11 19:15:00,2024-05-11 22:55:00,2024-05-11 19:20:00,2024-05-11 23:00:00,933f78bb2fc9561c7ecea03221917302fa08180ee6153c7419dd08bc5220d436
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S22,221,2024-05-11 23:15:00,2024-05-12 02:55:00,2024-05-11 23:20:00,2024-05-12 03:00:00,930c5aca7992316c710289f0fa080db668b3e76bbac34a6eea6f16c521de99b7
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S23,221,2024-05-12 03:15:00,2024-05-12 06:55:00,2024-05-12 03:20:00,2024-05-12 07:00:00,ae7f0228fc3b93b69cd1bcd7226c6536cdd27ff3f653717a4cc9fef4cf8ac277
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S24,221,2024-05-12 07:15:00,2024-05-12 10:55:00,2024-05-12 07:20:00,2024-05-12 11:00:00,da630669898d07e9f2c0d6ed405caddaa86553e813a706a8d7631ad4b3617289
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S25,221,2024-05-12 11:15:00,2024-05-12 14:55:00,2024-05-12 11:20:00,2024-05-12 15:00:00,196a8d48b3408852d1b72beb12698d59ecf3cde1deec3fc5b6043b295c0a6b44
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S26,221,2024-05-12 15:15:00,2024-05-12 18:55:00,2024-05-12 15:20:00,2024-05-12 19:00:00,b2d1deaf752b10e2f0a00889e26d53c2b63aa869c3b7c075b39986ea278ee8ac
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S27,221,2024-05-12 19:15:00,2024-05-12 22:55:00,2024-05-12 19:20:00,2024-05-12 23:00:00,95b991c82ed5d721a4b9b6def1766c8e925ead586f25239324e9281e27ff40e8
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S28,221,2024-05-12 23:15:00,2024-05-13 02:55:00,2024-05-12 23:20:00,2024-05-13 03:00:00,1f5c83b76ccdc307edc5f98e7f7ec0e9648f41f88919cb9da1c886328fe17f94
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S29,221,2024-05-13 03:15:00,2024-05-13 06:55:00,2024-05-13 03:20:00,2024-05-13 07:00:00,f63b34722aca69f501a3940b55a0063742251d444aee55fae02f847d37e45b94
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S30,221,2024-05-13 07:15:00,2024-05-13 10:55:00,2024-05-13 07:20:00,2024-05-13 11:00:00,aaa55247220c8e3dce176af05cead59ff7e326cea561a293bae5b56ea5a49f71
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S31,221,2024-05-13 11:15:00,2024-05-13 14:55:00,2024-05-13 11:20:00,2024-05-13 15:00:00,a9db23d74b3b329d5ad31a3d26b57b3a74e53136436e129e9d08f3746822ad85
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S32,221,2024-05-13 15:15:00,2024-05-13 18:55:00,2024-05-13 15:20:00,2024-05-13 19:00:00,3c2272680b1b3755f73a5b86cf40139479cc60e1054eb7b5d7d9e6210a03ae83
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S33,221,2024-05-13 19:15:00,2024-05-13 22:55:00,2024-05-13 19:20:00,2024-05-13 23:00:00,9340ad2443770184837d365a944b4efca43f55becd610dfc9f5639af8ccdbe57
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S34,221,2024-05-13 23:15:00,2024-05-14 02:55:00,2024-05-13 23:20:00,2024-05-14 03:00:00,31d8b501fa38b66c5c324bbbf7f2b9edca7ffcce78cf83a4bc417c3ec24b17c4
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S35,221,2024-05-14 03:15:00,2024-05-14 06:55:00,2024-05-14 03:20:00,2024-05-14 07:00:00,22e98169edd9878b0a94dc2169f41f282b04bebd114dad2a31bf45cbd36ad80d
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S36,221,2024-05-14 07:15:00,2024-05-14 10:55:00,2024-05-14 07:20:00,2024-05-14 11:00:00,ffb1023053740b663ad41a91cf6f5d82f52004cdc32891e8b1b4f5d0b44a0e86
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S37,221,2024-05-14 11:15:00,2024-05-14 14:55:00,2024-05-14 11:20:00,2024-05-14 15:00:00,80b313b8952b7a894e37fc69e20a92601af94919c94d78700a4d283980845403
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S38,221,2024-05-14 15:15:00,2024-05-14 18:55:00,2024-05-14 15:20:00,2024-05-14 19:00:00,d662fa7bf96375919f21b4e622c3eedde7258298188d43ab88752949e4dbe592
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S39,221,2024-05-14 19:15:00,2024-05-14 22:55:00,2024-05-14 19:20:00,2024-05-14 23:00:00,f63844c5baffe39f307fabd76f90426646e4b99381257f45d7f485b341da2b2c
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S40,221,2024-05-14 23:15:00,2024-05-15 02:55:00,2024-05-14 23:20:00,2024-05-15 03:00:00,9a991cad3fbd4a20dda91c6d0e8dfeb3dd22ed11485a04dc111f84c65c021821
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S41,221,2024-05-15 03:15:00,2024-05-15 06:55:00,2024-05-15 03:20:00,2024-05-15 07:00:00,54c19d46a001abab7a2555710104f26689735bc5456ef44b5e449151a930fe04
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S42,221,2024-05-15 07:15:00,2024-05-15 10:55:00,2024-05-15 07:20:00,2024-05-15 11:00:00,7e1fe2a8a15bf644e0cdf4157c2fc60ddf9492ea6a2dc68ba81931fe000f04ed
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S43,221,2024-05-15 11:15:00,2024-05-15 14:55:00,2024-05-15 11:20:00,2024-05-15 15:00:00,b49e9befde6fd8692a97286c0c22e356bbdbface9ea20bd9505cd1b2d77b0198
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S44,221,2024-05-15 15:15:00,2024-05-15 18:55:00,2024-05-15 15:20:00,2024-05-15 19:00:00,b3008a88edde5beb0d2611e6f56daeea702297d3ffd922778225a8721dfb42fb
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S45,221,2024-05-15 19:15:00,2024-05-15 22:55:00,2024-05-15 19:20:00,2024-05-15 23:00:00,a6659edba7d86f9793bd2b8151ca8aa4c938dc91f7e121badff6b8fca40f6307
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S46,221,2024-05-15 23:15:00,2024-05-16 02:55:00,2024-05-15 23:20:00,2024-05-16 03:00:00,a9d70a13d8c18086e404e1f6f87a22fdf40ff856642f71c201d5ed82b26ec1bf
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S47,221,2024-05-16 03:15:00,2024-05-16 06:55:00,2024-05-16 03:20:00,2024-05-16 07:00:00,8a222be32d45c3f2271cc5584760c0b20df6c915af6cec87657185f93021813f
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S48,221,2024-05-16 07:15:00,2024-05-16 10:55:00,2024-05-16 07:20:00,2024-05-16 11:00:00,60da241acf1e7a79c22975c454094f7dfba88df9a537ff27dacc25afe04f06d8
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S49,221,2024-05-16 11:15:00,2024-05-16 14:55:00,2024-05-16 11:20:00,2024-05-16 15:00:00,6dd952519537efb1b097609e273497c8a90200e831c990b40f3864ac5fdc246c
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S50,221,2024-05-16 15:15:00,2024-05-16 18:55:00,2024-05-16 15:20:00,2024-05-16 19:00:00,566f2afad5d216402891feba47dd10d6ec60521332e62130ec45b7ce480684a6
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S51,221,2024-05-16 19:15:00,2024-05-16 22:55:00,2024-05-16 19:20:00,2024-05-16 23:00:00,5171afb7c24b6c4f41761881020196e21a2f72f3388f3e17d946fed2aed85e92
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S52,221,2024-05-16 23:15:00,2024-05-17 02:55:00,2024-05-16 23:20:00,2024-05-17 03:00:00,6adbe59d2cd2986f997525daf1c4a8b1c867fe4e75f9833ac5f88629b3c1c189
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S53,221,2024-05-17 03:15:00,2024-05-17 06:55:00,2024-05-17 03:20:00,2024-05-17 07:00:00,8997138b546644d5064d2a98878a3b7a9a23dd6574e128dbd22d7496b9dc0923
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S54,221,2024-05-17 07:15:00,2024-05-17 10:55:00,2024-05-17 07:20:00,2024-05-17 11:00:00,c84ebfb6f7129a0137d8f0aad8200f5830e8d51135a7bd6acefc6d4e0cc2eb81
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S55,221,2024-05-17 11:15:00,2024-05-17 14:55:00,2024-05-17 11:20:00,2024-05-17 15:00:00,c973651a35ceaeec1acf38374a77782f44c7e5a5f004b0396ff2a9204276ad7d
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S56,221,2024-05-17 15:15:00,2024-05-17 18:55:00,2024-05-17 15:20:00,2024-05-17 19:00:00,17c01240ebfa7e1edf715d5145bcef98ab8175b5ea7f55ac3d566cfe83e4e527
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S57,221,2024-05-17 19:15:00,2024-05-17 22:55:00,2024-05-17 19:20:00,2024-05-17 23:00:00,e23a08470b5bb76f9c0be4ab10fa518c0b9291eb897aec73cbb06e92cfe0baef
before,rico,5,0,whole_run_group_blocked,refit_calibration,P5S58,221,2024-05-17 23:15:00,2024-05-18 02:55:00,2024-05-17 23:20:00,2024-05-18 03:00:00,9112612c7eeafecc67e385ff4599ea1ba6261b766634be8ba5c573ede9170d35
before,rico,5,0,whole_run_group_blocked,outer_test,P5S59,221,2024-05-18 03:15:00,2024-05-18 06:55:00,2024-05-18 03:20:00,2024-05-18 07:00:00,343c0964c2ca51d1b88c17d90326c11c78db4ef56cb6fba57e761b9773c88b06
before,rico,5,1,whole_run_group_blocked,inner_train,P1S1,221,2023-07-26 15:15:00,2023-07-26 18:55:00,2023-07-26 15:20:00,2023-07-26 19:00:00,dd9ebc5f6a82207938196b86764e6e46d434d188910f9c995a305421daef9c01
before,rico,5,1,whole_run_group_blocked,inner_train,P1S2,221,2023-07-26 19:15:00,2023-07-26 22:55:00,2023-07-26 19:20:00,2023-07-26 23:00:00,d6a41066ac7e4cfd61b644d9797f4b574996485696641aaaccdd09c442e07244
before,rico,5,1,whole_run_group_blocked,inner_train,P1S4,221,2023-07-27 03:15:00,2023-07-27 06:55:00,2023-07-27 03:20:00,2023-07-27 07:00:00,6e8e598895c62af791a466e61a0a544e7519bc64122115970fa9c9ecd45a5c57
before,rico,5,1,whole_run_group_blocked,inner_train,P1S5,221,2023-07-27 07:15:00,2023-07-27 10:55:00,2023-07-27 07:20:00,2023-07-27 11:00:00,a3ae4d33c48b91a0de1fe9c9df33832fb91d8eb96900c1e88d9f3bc9209d93aa
before,rico,5,1,whole_run_group_blocked,inner_train,P1S7,221,2023-07-27 15:15:00,2023-07-27 18:55:00,2023-07-27 15:20:00,2023-07-27 19:00:00,90d58b9bd16cf8e530469992d18fa7f3b1c73269d18867b33aed627523a53e67
before,rico,5,1,whole_run_group_blocked,inner_train,P1S8,221,2023-07-27 19:15:00,2023-07-27 22:55:00,2023-07-27 19:20:00,2023-07-27 23:00:00,3c9e856b7d7fd6010ec09bcd2e70514b6f589eb2d22a556d902bb6821ac820ba
before,rico,5,1,whole_run_group_blocked,inner_train,P1S9,221,2023-07-27 23:15:00,2023-07-28 02:55:00,2023-07-27 23:20:00,2023-07-28 03:00:00,cf7e42f71ed788d193144c47441dc7bd21ca62d51fdcdb19183696aea28f922d
before,rico,5,1,whole_run_group_blocked,inner_train,P1S10,221,2023-07-28 03:15:00,2023-07-28 06:55:00,2023-07-28 03:20:00,2023-07-28 07:00:00,e9d80a2c94d4cde040ca651c1e4b9f4d0a70b6f5eb9e300a0ad98068373b9a18
before,rico,5,1,whole_run_group_blocked,inner_train,P1S11,221,2023-07-28 07:15:00,2023-07-28 10:55:00,2023-07-28 07:20:00,2023-07-28 11:00:00,fbf42fb23213e0ccfad72efda4219728bbab6bfcc69964549f9976b92feddb67
before,rico,5,1,whole_run_group_blocked,inner_train,P1S12,221,2023-07-28 11:15:00,2023-07-28 14:55:00,2023-07-28 11:20:00,2023-07-28 15:00:00,949b9b109f5f6ca11e7eb43b7efb26470406e3e715de5a1e2133ecccb61d2e09
before,rico,5,1,whole_run_group_blocked,inner_train,P1S13,221,2023-07-28 15:15:00,2023-07-28 18:55:00,2023-07-28 15:20:00,2023-07-28 19:00:00,258839993a194e7e290e64d1aae176d1c98f913ebd5ba5582c3079e87efd76ef
before,rico,5,1,whole_run_group_blocked,inner_train,P1S14,221,2023-07-28 19:15:00,2023-07-28 22:55:00,2023-07-28 19:20:00,2023-07-28 23:00:00,805e74140096ed40087093eee7a6095ede5f7290097446e897dd5959c43f1cee
before,rico,5,1,whole_run_group_blocked,inner_train,P1S15,221,2023-07-28 23:15:00,2023-07-29 02:55:00,2023-07-28 23:20:00,2023-07-29 03:00:00,151235177a304b822bcfea253b26ecd30cf26acb15dacb8fda0d3845b0f0a6ce
before,rico,5,1,whole_run_group_blocked,inner_train,P1S16,221,2023-07-29 03:15:00,2023-07-29 06:55:00,2023-07-29 03:20:00,2023-07-29 07:00:00,ff4e2e27230de68e9b05d9c681fcdfa309d3468b3850b032091a33e629616a9c
before,rico,5,1,whole_run_group_blocked,inner_train,P1S17,221,2023-07-29 07:15:00,2023-07-29 10:55:00,2023-07-29 07:20:00,2023-07-29 11:00:00,42c1e047dbc4f3270860ac6772bc659ab5df2550c27521289a4e993cd59859cc
before,rico,5,1,whole_run_group_blocked,inner_train,P1S20,221,2023-07-29 19:15:00,2023-07-29 22:55:00,2023-07-29 19:20:00,2023-07-29 23:00:00,a6cc6831a9dfae2f3ee588c1cbba3b166d3b00fc59ae4f2d6c688df510ae9178
before,rico,5,1,whole_run_group_blocked,inner_train,P1S21,221,2023-07-29 23:15:00,2023-07-30 02:55:00,2023-07-29 23:20:00,2023-07-30 03:00:00,b28800b38965ab1e5ac2544ece9eb42cf190e1ba4e76e790380455274d29b657
before,rico,5,1,whole_run_group_blocked,inner_train,P1S22,221,2023-07-30 03:15:00,2023-07-30 06:55:00,2023-07-30 03:20:00,2023-07-30 07:00:00,d03c510eb58991a2424e1b29e85da558494cdacc77a4d15c238fc93f8740de0f
before,rico,5,1,whole_run_group_blocked,inner_train,P1S23,221,2023-07-30 07:15:00,2023-07-30 10:55:00,2023-07-30 07:20:00,2023-07-30 11:00:00,a53f8ebde793befecf34188453a777a7d957fdfe2f84f0233a97b8735b3598cf
before,rico,5,1,whole_run_group_blocked,inner_train,P1S26,221,2023-07-30 19:15:00,2023-07-30 22:55:00,2023-07-30 19:20:00,2023-07-30 23:00:00,522f92ac06c74f66066a4040b50633a964efc157434bbb18f9109e9b4e3eab65
before,rico,5,1,whole_run_group_blocked,inner_train,P1S27,221,2023-07-30 23:15:00,2023-07-31 02:55:00,2023-07-30 23:20:00,2023-07-31 03:00:00,e5a87b80ce227368e188baf1e890beb79d376da227288fe949574a05b0c67685
before,rico,5,1,whole_run_group_blocked,inner_train,P1S28,221,2023-07-31 03:15:00,2023-07-31 06:55:00,2023-07-31 03:20:00,2023-07-31 07:00:00,d468a1f185597d1c08d028a933f608d751b086135081629ca3a3b93ff0a52c5e
before,rico,5,1,whole_run_group_blocked,inner_train,P1S29,221,2023-07-31 07:15:00,2023-07-31 10:55:00,2023-07-31 07:20:00,2023-07-31 11:00:00,4a6a2e07851eca707e8c6f762e060f47dd49ae908a5b8f9b05370a01a3a0526e
before,rico,5,1,whole_run_group_blocked,inner_train,P1S31,221,2023-07-31 15:15:00,2023-07-31 18:55:00,2023-07-31 15:20:00,2023-07-31 19:00:00,8d2218350190d541c18d22aa8dbfd96d91564b73ac04af607768688b3464f708
before,rico,5,1,whole_run_group_blocked,inner_train,P1S32,221,2023-07-31 19:15:00,2023-07-31 22:55:00,2023-07-31 19:20:00,2023-07-31 23:00:00,82c32ab0bf4e58d0ab5939f3691263fe5018aac1781a798c2636b1eddf4a1281
before,rico,5,1,whole_run_group_blocked,inner_train,P1S33,221,2023-07-31 23:15:00,2023-08-01 02:55:00,2023-07-31 23:20:00,2023-08-01 03:00:00,98c804787c744250f3a96664a30ca1c86b52920ea34f4264b82487489f1c1d62
before,rico,5,1,whole_run_group_blocked,inner_train,P1S34,221,2023-08-01 03:15:00,2023-08-01 06:55:00,2023-08-01 03:20:00,2023-08-01 07:00:00,7d51e7e9b800ce297422fa40fe884e215243c744f5bc854bbb0fe62328d51fa3
before,rico,5,1,whole_run_group_blocked,inner_train,P1S37,221,2023-08-01 15:15:00,2023-08-01 18:55:00,2023-08-01 15:20:00,2023-08-01 19:00:00,685d981734c85081d8f3c37dd848268eeed0420dca9c1d0103079d9fe914d38d
before,rico,5,1,whole_run_group_blocked,inner_train,P1S38,221,2023-08-01 19:15:00,2023-08-01 22:55:00,2023-08-01 19:20:00,2023-08-01 23:00:00,c3eb4866299b5ab5e9a3754e931dc3528f1342a9c5041c3bcbbd666ce49e1b63
before,rico,5,1,whole_run_group_blocked,inner_train,P1S39,221,2023-08-01 23:15:00,2023-08-02 02:55:00,2023-08-01 23:20:00,2023-08-02 03:00:00,656afc912e433454e463c867a8bc4955f7a69bad7cda84cd37c51cdd4f83fd79
before,rico,5,1,whole_run_group_blocked,inner_train,P1S40,221,2023-08-02 03:15:00,2023-08-02 06:55:00,2023-08-02 03:20:00,2023-08-02 07:00:00,4432dba8054e6475d4cd85dcc64b8ad13d24d8cfc8f264cf71fdb9065bd78f43
before,rico,5,1,whole_run_group_blocked,inner_train,P1S41,221,2023-08-02 07:15:00,2023-08-02 10:55:00,2023-08-02 07:20:00,2023-08-02 11:00:00,0130a204c98bf81654d6b0d88fb16e1d8c93c4392938cf99686e3588555321fe
before,rico,5,1,whole_run_group_blocked,inner_train,P1S42,221,2023-08-02 11:15:00,2023-08-02 14:55:00,2023-08-02 11:20:00,2023-08-02 15:00:00,bc5bc1aa1783dfe37f482768bbcccad6b13d977b6e7e913e2c2d6469a250feb1
before,rico,5,1,whole_run_group_blocked,inner_train,P1S43,221,2023-08-02 15:15:00,2023-08-02 18:55:00,2023-08-02 15:20:00,2023-08-02 19:00:00,fc93841736c19a46a7a728957e8812dea6e2b7affe099e546f389c0b29822b57
before,rico,5,1,whole_run_group_blocked,inner_train,P1S44,221,2023-08-02 19:15:00,2023-08-02 22:55:00,2023-08-02 19:20:00,2023-08-02 23:00:00,892cff1c8ab0fb82bb1c5b2e234ba1d3f965494a433d47d592b4ccdcd40c1c9a
before,rico,5,1,whole_run_group_blocked,inner_train,P1S45,221,2023-08-02 23:15:00,2023-08-03 02:55:00,2023-08-02 23:20:00,2023-08-03 03:00:00,80fe846f874cfba032f11f8ca233e204a4384460c302a8495c96af8abb7c4eef
before,rico,5,1,whole_run_group_blocked,inner_train,P1S46,221,2023-08-03 03:15:00,2023-08-03 06:55:00,2023-08-03 03:20:00,2023-08-03 07:00:00,245c303ff4c19700616393c119ab4a1d90dd3c259d4faa16c511bbf5ce93ba2c
before,rico,5,1,whole_run_group_blocked,inner_train,P1S47,221,2023-08-03 07:15:00,2023-08-03 10:55:00,2023-08-03 07:20:00,2023-08-03 11:00:00,ac6a92e79e9792438923c4977e0fe656f838362108abdf61a21a4896bef681fc
before,rico,5,1,whole_run_group_blocked,inner_train,P1S49,221,2023-08-03 15:15:00,2023-08-03 18:55:00,2023-08-03 15:20:00,2023-08-03 19:00:00,a26aea946a673151f249442d6348fd5caecf9f8961d3be0f3902cbbc4fcb0fe2
before,rico,5,1,whole_run_group_blocked,inner_train,P1S50,221,2023-08-03 19:15:00,2023-08-03 22:55:00,2023-08-03 19:20:00,2023-08-03 23:00:00,20860b8a972af40475a258fa20e5f9776f4777389ef8689505a8cee9e93d3208
before,rico,5,1,whole_run_group_blocked,inner_train,P1S51,221,2023-08-03 23:15:00,2023-08-04 02:55:00,2023-08-03 23:20:00,2023-08-04 03:00:00,9a30f290b667987175f0aad68bc7a446f00d2d88bacf72424a8f60ebb430026d
before,rico,5,1,whole_run_group_blocked,inner_train,P1S52,221,2023-08-04 03:15:00,2023-08-04 06:55:00,2023-08-04 03:20:00,2023-08-04 07:00:00,c19e24b7910b2a06758f162eb94630082d47c63725b2f388b1a890994710e69e
before,rico,5,1,whole_run_group_blocked,inner_train,P1S53,221,2023-08-04 07:15:00,2023-08-04 10:55:00,2023-08-04 07:20:00,2023-08-04 11:00:00,978f1c29b3959f899db563388af0584379ed3bb3119de14dde6848ee34ac7073
before,rico,5,1,whole_run_group_blocked,inner_train,P1S55,221,2023-08-04 15:15:00,2023-08-04 18:55:00,2023-08-04 15:20:00,2023-08-04 19:00:00,4b3b2c1473dc34fe83fb96e99b8ce434f689fc295725f43140dfbdeeecb67328
before,rico,5,1,whole_run_group_blocked,inner_train,P1S56,221,2023-08-04 19:15:00,2023-08-04 22:55:00,2023-08-04 19:20:00,2023-08-04 23:00:00,9962db0617d0efe01d74235bbb5c2f21262b6aa3bb368b69956260fa4f5b8473
before,rico,5,1,whole_run_group_blocked,inner_train,P1S57,221,2023-08-04 23:15:00,2023-08-05 02:55:00,2023-08-04 23:20:00,2023-08-05 03:00:00,e0b7156622f0755be6312ff8dc6e0bcd5a79549e786d57dff628d3c959440802
before,rico,5,1,whole_run_group_blocked,inner_train,P1S58,221,2023-08-05 03:15:00,2023-08-05 06:55:00,2023-08-05 03:20:00,2023-08-05 07:00:00,6442db868c86cf578dc18eeb704a0378e1de3ad788b9000946259cfe0c1d4a0c
before,rico,5,1,whole_run_group_blocked,inner_train,P1S59,221,2023-08-05 07:15:00,2023-08-05 10:55:00,2023-08-05 07:20:00,2023-08-05 11:00:00,f82495f30e869fa1237de862f78c29dac041f7cc87c15613fd4aa58ffbc9cb8a
before,rico,5,1,whole_run_group_blocked,inner_train,P1S60,221,2023-08-05 11:15:00,2023-08-05 14:55:00,2023-08-05 11:20:00,2023-08-05 15:00:00,a27de5ba7728f10bdcac960a053eecf576947d115e4b99490aa3ed548006bd1e
before,rico,5,1,whole_run_group_blocked,inner_train,P1S61,221,2023-08-05 15:15:00,2023-08-05 18:55:00,2023-08-05 15:20:00,2023-08-05 19:00:00,b153c3382a1e490357a8a294d8ca17ed832c62ec45141cc7f0a63c356e270681
before,rico,5,1,whole_run_group_blocked,inner_train,P1S62,221,2023-08-05 19:15:00,2023-08-05 22:55:00,2023-08-05 19:20:00,2023-08-05 23:00:00,6d8bd7a5b8b941bbabaaafe40131c9598867f6de92cb18451f485954f47408c8
before,rico,5,1,whole_run_group_blocked,inner_train,P1S63,221,2023-08-05 23:15:00,2023-08-06 02:55:00,2023-08-05 23:20:00,2023-08-06 03:00:00,a9b22abc3a9701ea472c621a392a9820fe5634d80f202bd22faa2d4e75992236
before,rico,5,1,whole_run_group_blocked,inner_train,P1S64,221,2023-08-06 03:15:00,2023-08-06 06:55:00,2023-08-06 03:20:00,2023-08-06 07:00:00,14067c82be4de00ee10615c0a22f2fa9a0abdbe612eb0a9725c35d0e7ba1664e
before,rico,5,1,whole_run_group_blocked,inner_train,P1S65,221,2023-08-06 07:15:00,2023-08-06 10:55:00,2023-08-06 07:20:00,2023-08-06 11:00:00,00f5cf7367d6e9a78b19b3c0cac86994179eb9cf0f4d0bbd642b950401f057fc
before,rico,5,1,whole_run_group_blocked,inner_train,P1S67,221,2023-08-06 15:15:00,2023-08-06 18:55:00,2023-08-06 15:20:00,2023-08-06 19:00:00,ab00e295430a63e724555acf6907e30f3e3359f2497b98123cdc59f233af8914
before,rico,5,1,whole_run_group_blocked,inner_train,P1S68,221,2023-08-06 19:15:00,2023-08-06 22:55:00,2023-08-06 19:20:00,2023-08-06 23:00:00,2d22db81a596a601fcf8a14353008ddee3b87d07729a635b3a4a6d2f736505c6
