stage,category,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
context_28f8be4389088f7db906_v25,context_replay,0.7039426999981515,469741568,471142400,431165440,432267264,1400832,471203840,4044484608,0.05,0.65625
context_28f8be4389088f7db906_v26,context_replay,0.6424170999962371,470069248,470089728,431165440,431214592,20480,471203840,4062760960,0.05,0.609375
context_28f8be4389088f7db906_v27,context_replay,0.6272902000055183,470069248,471207936,431165440,432267264,1138688,471269376,4064747520,0.05,0.609375
context_28f8be4389088f7db906_v28,context_replay,0.6791193999961251,470134784,470155264,431165440,431214592,20480,471269376,4028612608,0.05,0.671875
context_28f8be4389088f7db906_v29,context_replay,0.6479785999981686,470134784,471195648,431165440,432267264,1060864,471269376,4053884928,0.05,0.625
context_28f8be4389088f7db906_v3,context_replay,0.0026846999971894547,468414464,468430848,430096384,430129152,16384,469544960,4093460480,0.05,0.0
context_28f8be4389088f7db906_v30,context_replay,0.6672322000085842,470138880,470917120,431431680,432537600,778240,471535616,4056416256,0.05,0.640625
context_28f8be4389088f7db906_v31,context_replay,0.7304756999947131,470401024,471494656,431431680,432553984,1093632,471535616,4061171712,0.05,0.671875
context_28f8be4389088f7db906_v32,context_replay,0.6473999000008916,470401024,471207936,431431680,433582080,806912,471552000,4041424896,0.05,0.640625
context_28f8be4389088f7db906_v33,context_replay,0.628232899995055,470417408,471404544,432480256,433594368,987136,471568384,4061503488,0.05,0.625
context_28f8be4389088f7db906_v34,context_replay,0.6264203000027919,470433792,471478272,432480256,433582080,1044480,471584768,4048310272,0.05,0.578125
context_28f8be4389088f7db906_v35,context_replay,0.6985707999992883,470450176,471334912,432480256,433590272,884736,471584768,4039880704,0.05,0.65625
context_28f8be4389088f7db906_v36,context_replay,0.6521781999908853,470454272,471883776,432746496,433864704,1429504,471932928,4038766592,0.05,0.640625
context_28f8be4389088f7db906_v37,context_replay,0.673959100007778,470798336,471347200,432746496,433876992,548864,471998464,4048334848,0.05,0.671875
context_28f8be4389088f7db906_v38,context_replay,0.656881799994153,470863872,471937024,432746496,433848320,1073152,471998464,4030046208,0.05,0.609375
context_28f8be4389088f7db906_v39,context_replay,0.6547233000019332,470863872,470949888,432746496,432795648,86016,472064000,4036550656,0.05,0.640625
context_28f8be4389088f7db906_v4,context_replay,0.6580012000049464,468414464,468729856,430096384,430178304,315392,469811200,4076191744,0.05,0.640625
context_28f8be4389088f7db906_v40,context_replay,0.7415661999984877,470929408,471216128,432746496,433856512,286720,472064000,4039626752,0.05,0.75
context_28f8be4389088f7db906_v41,context_replay,0.6315926999959629,470933504,471216128,433012736,433061888,282624,472330240,4047261696,0.05,0.625
context_28f8be4389088f7db906_v42,context_replay,0.6545531000010669,471195648,472268800,433012736,434114560,1073152,472330240,4019798016,0.05,0.640625
context_28f8be4389088f7db906_v5,context_replay,0.7165267999953358,468676608,469610496,430096384,431198208,933888,469811200,4059451392,0.05,0.703125
context_28f8be4389088f7db906_v6,context_replay,0.002916700002970174,468676608,468692992,430096384,430129152,16384,469811200,4090343424,0.05,0.0
context_28f8be4389088f7db906_v7,context_replay,0.6949777999980142,468680704,470081536,430362624,431464448,1400832,470142976,4075433984,0.05,0.703125
context_28f8be4389088f7db906_v8,context_replay,0.0034918000019388273,469008384,469008384,430362624,430362624,0,470142976,4085288960,0.05,0.0
context_28f8be4389088f7db906_v9,context_replay,0.6778266000037547,469008384,469553152,430362624,431472640,544768,470142976,4076535808,0.05,0.6875
context_306f6e0ace8d60927430_v0,context_replay,0.7111336999951163,500281344,500301824,461844480,461901824,20480,501411840,3777318912,0.05,0.625
context_306f6e0ace8d60927430_v1,context_replay,0.7029966999980388,500277248,500568064,461844480,462266368,290816,501682176,3725426688,0.05,0.65625
context_306f6e0ace8d60927430_v10,context_replay,0.003344400000059977,500678656,500695040,462217216,462249984,16384,501813248,3754577920,0.05,0.0
context_306f6e0ace8d60927430_v11,context_replay,0.6958681999967666,500678656,501936128,462217216,463720448,1257472,502079488,3745030144,0.05,0.640625
context_306f6e0ace8d60927430_v12,context_replay,0.002431500004604459,500944896,500961280,462594048,462626816,16384,502079488,3768086528,0.05,0.0
context_306f6e0ace8d60927430_v13,context_replay,0.7556414999999106,500944896,502013952,462594048,463699968,1069056,502079488,3768549376,0.05,0.703125
context_306f6e0ace8d60927430_v14,context_replay,0.0028949999978067353,500944896,500961280,462594048,462626816,16384,502079488,3768340480,0.05,0.0
context_306f6e0ace8d60927430_v15,context_replay,0.6828044999856502,500944896,501280768,462594048,463699968,335872,502358016,3756400640,0.05,0.65625
context_306f6e0ace8d60927430_v16,context_replay,0.0028790999931516126,501223424,501239808,462594048,462626816,16384,502358016,3762102272,0.05,0.0
context_306f6e0ace8d60927430_v17,context_replay,0.6690617999993265,501223424,501702656,462594048,463716352,479232,502358016,3732299776,0.05,0.671875
context_306f6e0ace8d60927430_v18,context_replay,0.0028365000034682453,501231616,501248000,462860288,462893056,16384,502358016,3771904000,0.05,0.0
context_306f6e0ace8d60927430_v19,context_replay,0.6959107000002405,501231616,502550528,462860288,463966208,1318912,502611968,3742261248,0.05,0.640625
context_306f6e0ace8d60927430_v2,context_replay,0.6455227999977069,500547584,501288960,462217216,463355904,741376,501682176,3736190976,0.05,0.640625
context_306f6e0ace8d60927430_v20,context_replay,0.0022003000049153343,501477376,501493760,462860288,462893056,16384,502611968,3755032576,0.05,0.0
context_306f6e0ace8d60927430_v21,context_replay,0.648275300001842,501477376,502550528,462860288,463966208,1073152,502611968,3737079808,0.05,0.59375
context_306f6e0ace8d60927430_v22,context_replay,0.002448899991577491,501477376,501493760,462860288,462893056,16384,502611968,3757862912,0.05,0.015625
context_306f6e0ace8d60927430_v23,context_replay,0.7026006000087364,501477376,502284288,462860288,463986688,806912,502677504,3721494528,0.05,0.703125
context_306f6e0ace8d60927430_v24,context_replay,0.0034524000075180084,501547008,501563392,463126528,463159296,16384,502677504,3746435072,0.05,0.0
context_306f6e0ace8d60927430_v25,context_replay,0.6465786000044318,501547008,502882304,463126528,464232448,1335296,502943744,3745509376,0.05,0.609375
context_306f6e0ace8d60927430_v26,context_replay,0.6633885000046575,501809152,502398976,463126528,464232448,589824,503009280,3739160576,0.05,0.671875
context_306f6e0ace8d60927430_v27,context_replay,0.6342872999957763,501874688,502648832,463126528,464232448,774144,503009280,3748413440,0.05,0.609375
context_306f6e0ace8d60927430_v28,context_replay,0.7118123000109335,501874688,502157312,463126528,464248832,282624,503009280,3750215680,0.05,0.703125
context_306f6e0ace8d60927430_v29,context_replay,0.6759032999980263,501870592,503021568,463126528,464605184,1150976,503341056,3732566016,0.05,0.671875
context_306f6e0ace8d60927430_v3,context_replay,0.0034700999967753887,500547584,500563968,462217216,462249984,16384,501682176,3758182400,0.05,0.0
context_306f6e0ace8d60927430_v30,context_replay,0.6257659000111744,502206464,502226944,463499264,463548416,20480,503341056,3774132224,0.05,0.59375
context_306f6e0ace8d60927430_v31,context_replay,0.6825476000085473,502206464,502292480,463499264,463548416,86016,503406592,3742920704,0.05,0.6875
context_306f6e0ace8d60927430_v32,context_replay,0.6051379999989877,502272000,502726656,463499264,464605184,454656,503406592,3742244864,0.05,0.578125
context_306f6e0ace8d60927430_v33,context_replay,0.6398659000115003,502272000,502292480,463499264,463548416,20480,503406592,3739267072,0.05,0.578125
context_306f6e0ace8d60927430_v34,context_replay,0.6393242999911308,502272000,502358016,463499264,463548416,86016,503472128,3731718144,0.05,0.609375
context_306f6e0ace8d60927430_v35,context_replay,0.6981282000051579,502341632,503439360,463765504,464871424,1097728,503672832,3698049024,0.05,0.671875
context_306f6e0ace8d60927430_v36,context_replay,0.6293413000094006,502538240,502558720,463765504,463814656,20480,503672832,3706564608,0.05,0.609375
context_306f6e0ace8d60927430_v37,context_replay,0.637427800000296,502538240,503549952,463765504,465924096,1011712,503689216,3707842560,0.05,0.625
context_306f6e0ace8d60927430_v38,context_replay,0.7130430999968667,502554624,503644160,464818176,465924096,1089536,503705600,3712466944,0.05,0.65625
context_306f6e0ace8d60927430_v39,context_replay,0.6845639999955893,502571008,502919168,464818176,465924096,348160,503705600,3707817984,0.05,0.65625
context_306f6e0ace8d60927430_v4,context_replay,0.6309928999980912,500547584,501694464,462217216,463355904,1146880,501747712,3725266944,0.05,0.609375
context_306f6e0ace8d60927430_v40,context_replay,0.6224379000050249,502571008,503242752,464818176,465928192,671744,503705600,3690971136,0.05,0.578125
context_306f6e0ace8d60927430_v41,context_replay,0.6804769999871496,502575104,503922688,465084416,466190336,1347584,504070144,3701383168,0.05,0.671875
context_306f6e0ace8d60927430_v42,context_replay,0.6453986000124132,502935552,503226368,465084416,466198528,290816,504070144,3712471040,0.05,0.640625
context_306f6e0ace8d60927430_v5,context_replay,0.6521309000090696,500613120,501444608,462217216,463335424,831488,501747712,3728474112,0.05,0.59375
context_306f6e0ace8d60927430_v6,context_replay,0.669271699996898,500613120,501137408,462217216,463335424,524288,501747712,3752243200,0.05,0.640625
context_306f6e0ace8d60927430_v7,context_replay,0.637020099995425,500613120,500723712,462217216,463335424,110592,501813248,3752124416,0.05,0.625
context_306f6e0ace8d60927430_v8,context_replay,0.0029322000045794994,500678656,500695040,462217216,462249984,16384,501813248,3753795584,0.05,0.015625
context_306f6e0ace8d60927430_v9,context_replay,0.6770120000001043,500678656,501747712,462217216,463323136,1069056,501813248,3731333120,0.05,0.65625
context_319ba8552cda456e67f9_v0,context_replay,0.6110382000042591,417325056,417738752,377548800,378658816,413696,418459648,2342199296,0.05,0.59375
context_319ba8552cda456e67f9_v1,context_replay,0.6339225999981863,417325056,417992704,377548800,378658816,667648,418459648,2322849792,0.05,0.609375
context_319ba8552cda456e67f9_v10,context_replay,0.0028461000038078055,417726464,417742848,377815040,377847808,16384,418861056,2296901632,0.05,0.015625
context_319ba8552cda456e67f9_v11,context_replay,0.6141342000046279,417730560,418103296,378081280,378155008,372736,419192832,2277380096,0.05,0.59375
context_319ba8552cda456e67f9_v12,context_replay,0.0025483000063104555,418058240,418074624,378081280,378114048,16384,419192832,2300145664,0.05,0.0
context_319ba8552cda456e67f9_v13,context_replay,0.5899820999911753,418058240,418394112,378081280,379183104,335872,419192832,2296127488,0.05,0.59375
context_319ba8552cda456e67f9_v14,context_replay,0.002656199998455122,418058240,418074624,378081280,378114048,16384,419192832,2313928704,0.05,0.015625
context_319ba8552cda456e67f9_v15,context_replay,0.5898607999988599,418062336,418783232,378081280,379183104,720896,419196928,2282393600,0.05,0.578125
context_319ba8552cda456e67f9_v16,context_replay,0.003373600004124455,418062336,418078720,378081280,378114048,16384,419196928,2292768768,0.05,0.0
context_319ba8552cda456e67f9_v17,context_replay,0.5848276000033366,418066432,418775040,378347520,379457536,708608,419463168,2294370304,0.05,0.578125
context_319ba8552cda456e67f9_v18,context_replay,0.002507299999706447,418328576,418344960,378347520,378380288,16384,419463168,2294587392,0.05,0.0
context_319ba8552cda456e67f9_v19,context_replay,0.625050899994676,418328576,418349056,378347520,378396672,20480,419463168,2265767936,0.05,0.59375
context_319ba8552cda456e67f9_v2,context_replay,0.0020592000073520467,417325056,417341440,377548800,377581568,16384,418459648,2339364864,0.05,0.0
context_319ba8552cda456e67f9_v20,context_replay,0.0024418999964836985,418328576,418344960,378347520,378380288,16384,419463168,2311593984,0.05,0.0
context_319ba8552cda456e67f9_v21,context_replay,0.614649900002405,418328576,419467264,378347520,379449344,1138688,419528704,2291249152,0.05,0.59375
context_319ba8552cda456e67f9_v22,context_replay,0.00266840000404045,418394112,418410496,378347520,378380288,16384,419528704,2324656128,0.05,0.0
context_319ba8552cda456e67f9_v23,context_replay,0.6682608999981312,418402304,418770944,378613760,378683392,368640,419864576,2314919936,0.05,0.625
context_319ba8552cda456e67f9_v24,context_replay,0.002612500000395812,418729984,418746368,378613760,378646528,16384,419864576,2319036416,0.05,0.0
context_319ba8552cda456e67f9_v25,context_replay,0.6357756000070367,418729984,419454976,378613760,379723776,724992,419864576,2316484608,0.05,0.609375
context_319ba8552cda456e67f9_v26,context_replay,0.6609007000079146,418729984,419819520,378613760,379715584,1089536,419880960,2311725056,0.05,0.625
context_319ba8552cda456e67f9_v27,context_replay,0.7093143000092823,418746368,419139584,378613760,379715584,393216,419880960,2300620800,0.05,0.71875
context_319ba8552cda456e67f9_v28,context_replay,0.6105739999911748,418750464,419033088,378880000,378929152,282624,420147200,2298998784,0.05,0.578125
context_319ba8552cda456e67f9_v29,context_replay,0.6698107999982312,419012608,420106240,378880000,380002304,1093632,420147200,2295103488,0.05,0.671875
context_319ba8552cda456e67f9_v3,context_replay,0.003553200003807433,417325056,417341440,377548800,377581568,16384,418459648,2345267200,0.05,0.0
context_319ba8552cda456e67f9_v30,context_replay,0.5992325999977766,419012608,419078144,378880000,378957824,65536,420163584,2275377152,0.05,0.59375
context_319ba8552cda456e67f9_v31,context_replay,0.61916360000032,419028992,419913728,378880000,379981824,884736,420179968,2276941824,0.05,0.609375
context_319ba8552cda456e67f9_v32,context_replay,0.6721839000092587,419049472,419069952,378880000,378929152,20480,420184064,2298712064,0.05,0.640625
context_319ba8552cda456e67f9_v33,context_replay,0.6888212000048952,419049472,419811328,378880000,379981824,761856,420184064,2267803648,0.05,0.671875
context_319ba8552cda456e67f9_v34,context_replay,0.6178771999984747,419053568,420409344,379150336,380252160,1355776,420470784,2251513856,0.05,0.609375
context_319ba8552cda456e67f9_v35,context_replay,0.6790662999992492,419336192,419926016,379150336,380260352,589824,420483072,2282008576,0.05,0.640625
context_319ba8552cda456e67f9_v36,context_replay,0.595843800008879,419348480,420442112,379150336,380256256,1093632,420499456,2274541568,0.05,0.5625
context_319ba8552cda456e67f9_v37,context_replay,0.7294685000088066,419364864,420106240,379150336,380252160,741376,420499456,2297659392,0.05,0.734375
context_319ba8552cda456e67f9_v38,context_replay,0.6035081000009086,419364864,419889152,379150336,380260352,524288,420515840,2277777408,0.05,0.578125
context_319ba8552cda456e67f9_v39,context_replay,0.6305034999968484,419381248,420225024,379150336,380260352,843776,420515840,2288713728,0.05,0.609375
context_319ba8552cda456e67f9_v4,context_replay,0.5864678000070853,417325056,417427456,377548800,377614336,102400,418525184,2333143040,0.05,0.5625
context_319ba8552cda456e67f9_v40,context_replay,0.6439266000088537,419389440,420380672,379416576,380518400,991232,420786176,2298322944,0.05,0.59375
context_319ba8552cda456e67f9_v41,context_replay,0.6519652999995742,419651584,420208640,379416576,380518400,557056,420786176,2279206912,0.05,0.65625
context_319ba8552cda456e67f9_v42,context_replay,0.6297975000052247,419651584,419688448,379416576,379465728,36864,420802560,2262171648,0.05,0.625
context_319ba8552cda456e67f9_v5,context_replay,0.6049086999992142,417390592,417456128,377548800,377643008,65536,418525184,2298843136,0.05,0.5625
context_319ba8552cda456e67f9_v6,context_replay,0.6927702999964822,417398784,418811904,377815040,378929152,1413120,418861056,2337521664,0.05,0.625
context_319ba8552cda456e67f9_v7,context_replay,0.6005307000014,417726464,417746944,377815040,377864192,20480,418861056,2307547136,0.05,0.5625
context_319ba8552cda456e67f9_v8,context_replay,0.002807500000926666,417726464,417742848,377815040,377847808,16384,418861056,2337165312,0.05,0.015625
context_319ba8552cda456e67f9_v9,context_replay,0.002929700000095181,417726464,417742848,377815040,377847808,16384,418861056,2343145472,0.05,0.0
context_322e7f7f845d3e74d2d1_v0,context_replay,0.9574996000010287,484548608,485199872,446160896,447275008,651264,485945344,3882393600,0.05,0.921875
context_322e7f7f845d3e74d2d1_v1,context_replay,0.0032931000023381785,484810752,484827136,446160896,446193664,16384,485945344,3989053440,0.05,0.0
context_322e7f7f845d3e74d2d1_v10,context_replay,0.002777600006083958,485142528,485158912,446427136,446459904,16384,486277120,3981864960,0.05,0.0
context_322e7f7f845d3e74d2d1_v11,context_replay,0.7095537999994121,485142528,486215680,446427136,447533056,1073152,486277120,3957051392,0.05,0.6875
context_322e7f7f845d3e74d2d1_v12,context_replay,0.002676199990673922,485146624,485163008,446693376,446726144,16384,486277120,3978133504,0.05,0.0
context_322e7f7f845d3e74d2d1_v13,context_replay,0.6368161999998847,485146624,486551552,446693376,447803392,1404928,486608896,3962257408,0.05,0.625
context_322e7f7f845d3e74d2d1_v14,context_replay,0.002435299989883788,485474304,485490688,446693376,446726144,16384,486608896,3979038720,0.05,0.0
context_322e7f7f845d3e74d2d1_v15,context_replay,0.6923591999948258,485474304,486633472,446693376,447819776,1159168,486674432,3955802112,0.05,0.6875
context_322e7f7f845d3e74d2d1_v16,context_replay,0.003689799996209331,485539840,485556224,446693376,446726144,16384,486674432,3963015168,0.05,0.015625
context_322e7f7f845d3e74d2d1_v17,context_replay,0.6643014000001131,485617664,486895616,446693376,448188416,1277952,486940672,3958784000,0.05,0.640625
context_322e7f7f845d3e74d2d1_v18,context_replay,0.003993000005721115,485806080,485822464,447066112,447098880,16384,486940672,4007555072,0.05,0.0
context_322e7f7f845d3e74d2d1_v19,context_replay,0.6446534999995492,485806080,486858752,447066112,448172032,1052672,486940672,3977248768,0.05,0.640625
context_322e7f7f845d3e74d2d1_v2,context_replay,0.7972517000016524,484810752,485908480,446160896,447291392,1097728,485945344,3937071104,0.05,0.78125
context_322e7f7f845d3e74d2d1_v20,context_replay,0.0029658000130439177,485806080,485822464,447066112,447098880,16384,486940672,3983368192,0.05,0.0
context_322e7f7f845d3e74d2d1_v21,context_replay,0.6892449999868404,485806080,485892096,447066112,447115264,86016,487006208,3968688128,0.05,0.671875
context_322e7f7f845d3e74d2d1_v22,context_replay,0.0023925999994389713,485871616,485888000,447066112,447098880,16384,487006208,3984969728,0.05,0.0
context_322e7f7f845d3e74d2d1_v23,context_replay,0.7148914999997942,485871616,486166528,447066112,447504384,294912,487272448,3982315520,0.05,0.6875
context_322e7f7f845d3e74d2d1_v24,context_replay,0.003958199988119304,486137856,486154240,447442944,447475712,16384,487272448,3962290176,0.05,0.015625
context_322e7f7f845d3e74d2d1_v25,context_replay,0.7596254999953089,486137856,486158336,447442944,447492096,20480,487272448,3909660672,0.05,0.71875
context_322e7f7f845d3e74d2d1_v26,context_replay,0.6621649000007892,486137856,486158336,447442944,447492096,20480,487272448,3914133504,0.05,0.671875
context_322e7f7f845d3e74d2d1_v27,context_replay,0.678785500000231,486137856,486453248,447442944,448552960,315392,487337984,3915493376,0.05,0.59375
context_322e7f7f845d3e74d2d1_v28,context_replay,0.6636842000007164,486203392,486674432,447442944,448552960,471040,487337984,3936292864,0.05,0.625
context_322e7f7f845d3e74d2d1_v29,context_replay,0.6614330999873346,486203392,487542784,447442944,448548864,1339392,487604224,3932454912,0.05,0.640625
context_322e7f7f845d3e74d2d1_v3,context_replay,0.7373794999875827,484810752,484831232,446160896,446210048,20480,485945344,3921670144,0.05,0.71875
context_322e7f7f845d3e74d2d1_v30,context_replay,0.6374340999900596,486469632,487378944,447442944,448548864,909312,487604224,3934294016,0.05,0.609375
context_322e7f7f845d3e74d2d1_v31,context_replay,0.6610681000020122,486469632,486764544,447442944,448557056,294912,487604224,3943694336,0.05,0.59375
context_322e7f7f845d3e74d2d1_v32,context_replay,0.6461322999966796,486469632,487542784,447442944,448548864,1073152,487604224,3917340672,0.05,0.59375
context_322e7f7f845d3e74d2d1_v33,context_replay,0.6803011000010883,486469632,487542784,447442944,448557056,1073152,487669760,3928584192,0.05,0.671875
context_322e7f7f845d3e74d2d1_v34,context_replay,0.7729274999874178,486539264,487882752,447709184,448823296,1343488,487936000,3931693056,0.05,0.71875
context_322e7f7f845d3e74d2d1_v35,context_replay,0.6849649000068894,486801408,487895040,447709184,448835584,1093632,487936000,3929178112,0.05,0.640625
context_322e7f7f845d3e74d2d1_v36,context_replay,0.7080676000041422,486801408,487747584,447709184,448819200,946176,487936000,3913134080,0.05,0.6875
context_322e7f7f845d3e74d2d1_v37,context_replay,0.6285022999945795,486801408,486825984,447709184,447766528,24576,487936000,3930566656,0.05,0.625
context_322e7f7f845d3e74d2d1_v38,context_replay,0.6501717999926768,486801408,486936576,447709184,449871872,135168,487952384,3926151168,0.05,0.609375
context_322e7f7f845d3e74d2d1_v39,context_replay,0.6380869999993593,486817792,487903232,448761856,449863680,1085440,487964672,3903365120,0.05,0.609375
context_322e7f7f845d3e74d2d1_v4,context_replay,0.003205600005458109,484810752,484827136,446160896,446193664,16384,485945344,3971317760,0.05,0.0
context_322e7f7f845d3e74d2d1_v40,context_replay,0.6871852000040235,486834176,488157184,449028096,450129920,1323008,488218624,3910864896,0.05,0.65625
context_322e7f7f845d3e74d2d1_v41,context_replay,0.6794332999998005,487084032,487137280,449028096,449089536,53248,488239104,3921641472,0.05,0.671875
context_322e7f7f845d3e74d2d1_v42,context_replay,0.6691856999968877,487104512,488189952,449028096,450129920,1085440,488251392,3926339584,0.05,0.625
context_322e7f7f845d3e74d2d1_v5,context_replay,0.0025785000034375116,484810752,484827136,446160896,446193664,16384,485945344,3974819840,0.05,0.015625
context_322e7f7f845d3e74d2d1_v6,context_replay,0.7333194000093499,484810752,485826560,446160896,447266816,1015808,486006784,3956817920,0.05,0.703125
context_322e7f7f845d3e74d2d1_v7,context_replay,0.8360222000046633,484880384,485167104,446427136,446484480,286720,486277120,3966681088,0.05,0.8125
context_322e7f7f845d3e74d2d1_v8,context_replay,0.0031122999935178086,485142528,485158912,446427136,446459904,16384,486277120,3972214784,0.05,0.0
context_322e7f7f845d3e74d2d1_v9,context_replay,0.7558516999997664,485142528,485507072,446427136,447545344,364544,486277120,3961057280,0.05,0.65625
context_337e8939fab67115a65e_v0,context_replay,0.8617386999976588,505507840,506060800,467439616,468545536,552960,506904576,3658452992,0.05,0.828125
context_337e8939fab67115a65e_v1,context_replay,0.6860464000055799,505769984,506843136,467439616,468545536,1073152,506904576,3633438720,0.05,0.671875
context_337e8939fab67115a65e_v10,context_replay,0.0033651999983703718,506171392,506187776,467812352,467845120,16384,507305984,3681599488,0.05,0.015625
context_337e8939fab67115a65e_v11,context_replay,0.7128202000021702,506171392,507510784,467812352,469291008,1339392,507572224,3670986752,0.05,0.671875
context_337e8939fab67115a65e_v12,context_replay,0.002406600004178472,506441728,506458112,468185088,468217856,16384,507572224,3675713536,0.05,0.015625
context_337e8939fab67115a65e_v13,context_replay,0.8034990000014659,506441728,507580416,468185088,469291008,1138688,507641856,3669798912,0.05,0.765625
context_337e8939fab67115a65e_v14,context_replay,0.004509599995799363,506507264,506523648,468185088,468217856,16384,507641856,3648069632,0.05,0.0
context_337e8939fab67115a65e_v15,context_replay,1.0058543999912217,506507264,507580416,468185088,469303296,1073152,507641856,3649572864,0.05,0.9375
context_337e8939fab67115a65e_v16,context_replay,0.004212900006677955,506507264,506523648,468185088,468217856,16384,507641856,3681083392,0.05,0.015625
context_337e8939fab67115a65e_v17,context_replay,0.7083074999973178,506507264,507658240,468185088,469295104,1150976,507908096,3678285824,0.05,0.65625
context_337e8939fab67115a65e_v18,context_replay,0.0026889000000664964,506773504,506789888,468185088,468217856,16384,507908096,3672449024,0.05,0.0
context_337e8939fab67115a65e_v19,context_replay,0.7399119000037899,506773504,507039744,468185088,469291008,266240,507973632,3674796032,0.05,0.6875
context_337e8939fab67115a65e_v2,context_replay,0.0024818000092636794,505769984,505786368,467439616,467472384,16384,506904576,3671511040,0.05,0.0
context_337e8939fab67115a65e_v20,context_replay,0.002566999988630414,506843136,506859520,468185088,468217856,16384,507973632,3666833408,0.05,0.0
context_337e8939fab67115a65e_v21,context_replay,0.8570024999935413,506843136,507842560,468185088,469291008,999424,507977728,3644907520,0.05,0.828125
context_337e8939fab67115a65e_v22,context_replay,0.00412329999380745,506851328,506867712,468451328,468484096,16384,507977728,3681202176,0.05,0.0
context_337e8939fab67115a65e_v23,context_replay,0.913976099996944,506851328,507396096,468451328,469557248,544768,508243968,3674988544,0.05,0.90625
context_337e8939fab67115a65e_v24,context_replay,0.0034220000088680536,507109376,507125760,468451328,468484096,16384,508243968,3673964544,0.05,0.0
context_337e8939fab67115a65e_v25,context_replay,0.8459664999973029,507109376,507142144,468451328,468516864,32768,508243968,3641282560,0.05,0.765625
context_337e8939fab67115a65e_v26,context_replay,0.7735172999964561,507109376,508248064,468451328,469557248,1138688,508309504,3659489280,0.05,0.75
context_337e8939fab67115a65e_v27,context_replay,0.8621013000083622,507174912,508264448,468451328,469573632,1089536,508309504,3658801152,0.05,0.84375
context_337e8939fab67115a65e_v28,context_replay,0.6954841999977361,507179008,507473920,468717568,469819392,294912,508588032,3669778432,0.05,0.671875
context_337e8939fab67115a65e_v29,context_replay,0.672756500003743,507457536,508293120,469770240,470904832,835584,508628992,3670650880,0.05,0.65625
context_337e8939fab67115a65e_v3,context_replay,0.6933294000045862,505774080,506097664,467439616,468549632,323584,506974208,3677392896,0.05,0.65625
context_337e8939fab67115a65e_v30,context_replay,0.7549625000101514,507494400,508588032,469770240,470896640,1093632,508628992,3659907072,0.05,0.734375
context_337e8939fab67115a65e_v31,context_replay,0.6740029000065988,507494400,507949056,469770240,470872064,454656,508645376,3657052160,0.05,0.65625
context_337e8939fab67115a65e_v32,context_replay,0.6854521000059322,507510784,507998208,469770240,470872064,487424,508645376,3657338880,0.05,0.671875
context_337e8939fab67115a65e_v33,context_replay,0.6971300000004703,507506688,508940288,469770240,471252992,1433600,509042688,3662106624,0.05,0.6875
context_337e8939fab67115a65e_v34,context_replay,0.7137547000020277,507908096,507928576,470142976,470192128,20480,509042688,3646885888,0.05,0.6875
context_337e8939fab67115a65e_v35,context_replay,0.6859705000097165,507908096,508919808,470142976,471257088,1011712,509042688,3651866624,0.05,0.65625
context_337e8939fab67115a65e_v36,context_replay,0.7501963999966392,507908096,508989440,470142976,471257088,1081344,509042688,3649441792,0.05,0.734375
context_337e8939fab67115a65e_v37,context_replay,0.684113499999512,507912192,508542976,470142976,471269376,630784,509046784,3628916736,0.05,0.625
context_337e8939fab67115a65e_v38,context_replay,0.8380015000002459,507912192,508469248,470142976,471257088,557056,509046784,3648299008,0.05,0.8125
context_337e8939fab67115a65e_v39,context_replay,0.6572951999987708,507916288,509194240,470413312,471527424,1277952,509247488,3651420160,0.05,0.640625
context_337e8939fab67115a65e_v4,context_replay,0.002693999995244667,505839616,505856000,467439616,467472384,16384,506974208,3676286976,0.05,0.0
context_337e8939fab67115a65e_v40,context_replay,0.6373004999913974,508112896,508706816,470413312,471527424,593920,509247488,3654160384,0.05,0.609375
context_337e8939fab67115a65e_v41,context_replay,0.6658810000080848,508112896,509186048,470413312,471531520,1073152,509247488,3658145792,0.05,0.65625
context_337e8939fab67115a65e_v42,context_replay,0.7115076000045519,508112896,508215296,470413312,470478848,102400,509313024,3656060928,0.05,0.71875
context_337e8939fab67115a65e_v5,context_replay,0.6857425000052899,505835520,507006976,467439616,468938752,1171456,507240448,3668365312,0.05,0.671875
context_337e8939fab67115a65e_v6,context_replay,0.6638337000040337,506105856,506667008,467812352,468918272,561152,507305984,3668996096,0.05,0.640625
context_337e8939fab67115a65e_v7,context_replay,0.6909095000009984,506171392,506191872,467812352,467861504,20480,507305984,3661996032,0.05,0.65625
context_337e8939fab67115a65e_v8,context_replay,0.0032933999900706112,506171392,506187776,467812352,467845120,16384,507305984,3700613120,0.05,0.0
context_337e8939fab67115a65e_v9,context_replay,0.7616908999916632,506171392,507244544,467812352,468918272,1073152,507305984,3676487680,0.05,0.765625
context_3dff4d01d176b28344ff_v0,context_replay,0.7154348000040045,527306752,527339520,491458560,491507712,32768,528453632,3635134464,0.05,0.6875
context_3dff4d01d176b28344ff_v1,context_replay,0.0026951000036206096,527319040,527335424,491458560,491491328,16384,528453632,3637026816,0.05,0.0
context_3dff4d01d176b28344ff_v10,context_replay,0.0032845000096131116,527781888,527798272,491991040,492023808,16384,528908288,3637252096,0.05,0.0
