priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
165,pleia,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,166,52.88374897208371,645.4024028999847
166,pleia,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,167,52.87307113880088,645.27208877906
167,pleia,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s44_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,168,52.85527474999617,645.0548985775188
168,pleia,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s44_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.91538030533671,769.5885403928788,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22289,169,79.33274201364745,968.1904804305937
169,pleia,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s44_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.90032079072316,769.4504294789047,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22285,170,79.31850490260368,968.0167282693607
170,pleia,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s44_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.88149639745623,769.2777908364369,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22280,171,79.30070851379897,967.7995380678194
171,pleia,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f0_s44_v1""]",outputs/matched_forecasting005/pleia_h1_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.88842870000008,1026.129563100003,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29719,172,105.77817577745024,1290.9351199208943
172,pleia,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f0_s44_v1""]",outputs/matched_forecasting005/pleia_h3_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.87336918538652,1025.9914521860287,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29715,173,105.76393866640647,1290.7613677596612
173,pleia,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f0_s44_v1""]",outputs/matched_forecasting005/pleia_h6_f0_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.8545447921196,1025.818813543561,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29710,174,105.74614227760176,1290.54417755812
174,pleia,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,175,52.88374897208371,645.4024028999847
175,pleia,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,176,52.87307113880088,645.27208877906
176,pleia,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s45_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,177,52.85527474999617,645.0548985775188
177,pleia,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s45_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.91538030533671,769.5885403928788,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22289,178,79.33274201364745,968.1904804305937
178,pleia,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s45_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.90032079072316,769.4504294789047,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22285,179,79.31850490260368,968.0167282693607
179,pleia,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s45_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.88149639745623,769.2777908364369,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22280,180,79.30070851379897,967.7995380678194
180,pleia,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f0_s45_v1""]",outputs/matched_forecasting005/pleia_h1_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.88842870000008,1026.129563100003,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29719,181,105.77817577745024,1290.9351199208943
181,pleia,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f0_s45_v1""]",outputs/matched_forecasting005/pleia_h3_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.87336918538652,1025.9914521860287,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29715,182,105.76393866640647,1290.7613677596612
182,pleia,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f0_s45_v1""]",outputs/matched_forecasting005/pleia_h6_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.8545447921196,1025.818813543561,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29710,183,105.74614227760176,1290.54417755812
183,pleia,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h1_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.93856703201996,513.0129899572612,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14858,184,52.88374897208371,645.4024028999847
184,pleia,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h3_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.9272723960598,512.9094067717805,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14855,185,52.87307113880088,645.27208877906
185,pleia,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f2_s46_v1""]",outputs/matched_forecasting005/pleia_h6_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,55.90844800279286,512.7367681293127,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14850,186,52.85527474999617,645.0548985775188
186,pleia,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f1_s46_v1""]",outputs/matched_forecasting005/pleia_h1_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.91538030533671,769.5885403928788,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22289,187,79.33274201364745,968.1904804305937
187,pleia,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f1_s46_v1""]",outputs/matched_forecasting005/pleia_h3_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.90032079072316,769.4504294789047,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22285,188,79.31850490260368,968.0167282693607
188,pleia,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f1_s46_v1""]",outputs/matched_forecasting005/pleia_h6_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,83.88149639745623,769.2777908364369,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",22280,189,79.30070851379897,967.7995380678194
189,pleia,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h1_f0_s46_v1""]",outputs/matched_forecasting005/pleia_h1_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.88842870000008,1026.129563100003,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29719,190,105.77817577745024,1290.9351199208943
190,pleia,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h3_f0_s46_v1""]",outputs/matched_forecasting005/pleia_h3_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.87336918538652,1025.9914521860287,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29715,191,105.76393866640647,1290.7613677596612
191,pleia,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_h6_f0_s46_v1""]",outputs/matched_forecasting005/pleia_h6_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,111.8545447921196,1025.818813543561,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",29710,192,105.74614227760176,1290.54417755812
