run_id,file,phase,step,n_samples,start,end,duration_min,accepted,reason_excluded,target_missing_fraction,target_std
P4S2,RICO_Acquisition_4_02-2024.hdf,4,2,240,2024-01-29 23:01:00,2024-01-30 03:00:00,240.0,True,,0.0,0.9342520446031619
P4S3,RICO_Acquisition_4_02-2024.hdf,4,3,240,2024-01-30 03:01:00,2024-01-30 07:00:00,240.0,True,,0.0,0.25677398632997883
P4S4,RICO_Acquisition_4_02-2024.hdf,4,4,0,2024-01-30 07:01:00,2024-01-30 11:00:00,240.0,False,no sample flagged normal (Flag==1) by the authors,,
P4S5,RICO_Acquisition_4_02-2024.hdf,4,5,240,2024-01-30 11:01:00,2024-01-30 15:00:00,240.0,True,,0.0,0.548208696987997
P4S6,RICO_Acquisition_4_02-2024.hdf,4,6,240,2024-01-30 15:01:00,2024-01-30 19:00:00,240.0,True,,0.0,0.3705616002523602
P4S7,RICO_Acquisition_4_02-2024.hdf,4,7,240,2024-01-30 19:01:00,2024-01-30 23:00:00,240.0,True,,0.0,0.9025823019068572
P4S8,RICO_Acquisition_4_02-2024.hdf,4,8,240,2024-01-30 23:01:00,2024-01-31 03:00:00,240.0,True,,0.0,0.23076490358207444
P4S9,RICO_Acquisition_4_02-2024.hdf,4,9,240,2024-01-31 03:01:00,2024-01-31 07:00:00,240.0,True,,0.0,1.644694727347472
P4S10,RICO_Acquisition_4_02-2024.hdf,4,10,240,2024-01-31 07:01:00,2024-01-31 11:00:00,240.0,True,,0.0,0.4466704266167026
P4S11,RICO_Acquisition_4_02-2024.hdf,4,11,240,2024-01-31 11:01:00,2024-01-31 15:00:00,240.0,True,,0.0,0.2369520398247857
P4S12,RICO_Acquisition_4_02-2024.hdf,4,12,240,2024-01-31 15:01:00,2024-01-31 19:00:00,240.0,True,,0.0,1.6943832060940183
P4S13,RICO_Acquisition_4_02-2024.hdf,4,13,240,2024-01-31 19:01:00,2024-01-31 23:00:00,240.0,True,,0.0,2.248488993642792
P4S14,RICO_Acquisition_4_02-2024.hdf,4,14,240,2024-01-31 23:01:00,2024-02-01 03:00:00,240.0,True,,0.0,0.6325299536460025
P4S15,RICO_Acquisition_4_02-2024.hdf,4,15,240,2024-02-01 03:01:00,2024-02-01 07:00:00,240.0,True,,0.0,1.5279212138406626
P4S16,RICO_Acquisition_4_02-2024.hdf,4,16,240,2024-02-01 07:01:00,2024-02-01 11:00:00,240.0,True,,0.0,2.926241079431288
P4S17,RICO_Acquisition_4_02-2024.hdf,4,17,240,2024-02-01 11:01:00,2024-02-01 15:00:00,240.0,True,,0.0,0.13842861902889997
P4S18,RICO_Acquisition_4_02-2024.hdf,4,18,240,2024-02-01 15:01:00,2024-02-01 19:00:00,240.0,True,,0.0,1.9739128498070004
P4S19,RICO_Acquisition_4_02-2024.hdf,4,19,240,2024-02-01 19:01:00,2024-02-01 23:00:00,240.0,True,,0.0,1.3179312642525336
P4S20,RICO_Acquisition_4_02-2024.hdf,4,20,240,2024-02-01 23:01:00,2024-02-02 03:00:00,240.0,True,,0.0,0.33031381680641436
P4S21,RICO_Acquisition_4_02-2024.hdf,4,21,240,2024-02-02 03:01:00,2024-02-02 07:00:00,240.0,True,,0.0,1.0225960857214227
P4S22,RICO_Acquisition_4_02-2024.hdf,4,22,240,2024-02-02 07:01:00,2024-02-02 11:00:00,240.0,True,,0.0,0.23882411845057844
P4S23,RICO_Acquisition_4_02-2024.hdf,4,23,240,2024-02-02 11:01:00,2024-02-02 15:00:00,240.0,True,,0.0,1.1418939954269793
P4S24,RICO_Acquisition_4_02-2024.hdf,4,24,240,2024-02-02 15:01:00,2024-02-02 19:00:00,240.0,True,,0.0,0.5117774356633109
P4S25,RICO_Acquisition_4_02-2024.hdf,4,25,240,2024-02-02 19:01:00,2024-02-02 23:00:00,240.0,True,,0.0,1.3675658673985835
P4S26,RICO_Acquisition_4_02-2024.hdf,4,26,240,2024-02-02 23:01:00,2024-02-03 03:00:00,240.0,True,,0.0,0.8442990168456806
P4S27,RICO_Acquisition_4_02-2024.hdf,4,27,240,2024-02-03 03:01:00,2024-02-03 07:00:00,240.0,True,,0.0,0.6425433251432874
P4S28,RICO_Acquisition_4_02-2024.hdf,4,28,240,2024-02-03 07:01:00,2024-02-03 11:00:00,240.0,True,,0.0,0.8875254136263572
P4S29,RICO_Acquisition_4_02-2024.hdf,4,29,240,2024-02-03 11:01:00,2024-02-03 15:00:00,240.0,True,,0.0,0.2608319352875141
P4S30,RICO_Acquisition_4_02-2024.hdf,4,30,240,2024-02-03 15:01:00,2024-02-03 19:00:00,240.0,True,,0.0,2.72076622724544
P4S31,RICO_Acquisition_4_02-2024.hdf,4,31,240,2024-02-03 19:01:00,2024-02-03 23:00:00,240.0,True,,0.0,2.6533628763695245
P4S32,RICO_Acquisition_4_02-2024.hdf,4,32,240,2024-02-03 23:01:00,2024-02-04 03:00:00,240.0,True,,0.0,1.2001812973228316
P4S33,RICO_Acquisition_4_02-2024.hdf,4,33,240,2024-02-04 03:01:00,2024-02-04 07:00:00,240.0,True,,0.0,0.6814690782438412
P4S34,RICO_Acquisition_4_02-2024.hdf,4,34,240,2024-02-04 07:01:00,2024-02-04 11:00:00,240.0,True,,0.0,2.550844064095362
P4S35,RICO_Acquisition_4_02-2024.hdf,4,35,240,2024-02-04 11:01:00,2024-02-04 15:00:00,240.0,True,,0.0,2.0932147388209588
P4S36,RICO_Acquisition_4_02-2024.hdf,4,36,240,2024-02-04 15:01:00,2024-02-04 19:00:00,240.0,True,,0.0,1.8268904158030004
P4S37,RICO_Acquisition_4_02-2024.hdf,4,37,240,2024-02-04 19:01:00,2024-02-04 23:00:00,240.0,True,,0.0,1.1713823057721808
P4S38,RICO_Acquisition_4_02-2024.hdf,4,38,240,2024-02-04 23:01:00,2024-02-05 03:00:00,240.0,True,,0.0,1.6552173861873731
P4S39,RICO_Acquisition_4_02-2024.hdf,4,39,240,2024-02-05 03:01:00,2024-02-05 07:00:00,240.0,True,,0.0,1.2080621058554504
P4S40,RICO_Acquisition_4_02-2024.hdf,4,40,240,2024-02-05 07:01:00,2024-02-05 11:00:00,240.0,True,,0.0,0.9673581185001616
P4S41,RICO_Acquisition_4_02-2024.hdf,4,41,240,2024-02-05 11:01:00,2024-02-05 15:00:00,240.0,True,,0.0,3.467613759962969
P4S42,RICO_Acquisition_4_02-2024.hdf,4,42,240,2024-02-05 15:01:00,2024-02-05 19:00:00,240.0,True,,0.0,4.162614291594379
P4S43,RICO_Acquisition_4_02-2024.hdf,4,43,240,2024-02-05 19:01:00,2024-02-05 23:00:00,240.0,True,,0.0,2.052154020226945
P4S44,RICO_Acquisition_4_02-2024.hdf,4,44,240,2024-02-05 23:01:00,2024-02-06 03:00:00,240.0,True,,0.0,1.15591009082684
P4S45,RICO_Acquisition_4_02-2024.hdf,4,45,240,2024-02-06 03:01:00,2024-02-06 07:00:00,240.0,True,,0.0,1.5577725555189479
P4S46,RICO_Acquisition_4_02-2024.hdf,4,46,240,2024-02-06 07:01:00,2024-02-06 11:00:00,240.0,True,,0.0,2.1169419784932306
P4S47,RICO_Acquisition_4_02-2024.hdf,4,47,240,2024-02-06 11:01:00,2024-02-06 15:00:00,240.0,True,,0.0,2.0547556414728674
P4S48,RICO_Acquisition_4_02-2024.hdf,4,48,240,2024-02-06 15:01:00,2024-02-06 19:00:00,240.0,True,,0.0,2.672018307203505
P4S49,RICO_Acquisition_4_02-2024.hdf,4,49,240,2024-02-06 19:01:00,2024-02-06 23:00:00,240.0,True,,0.0,4.027998224942443
P4S50,RICO_Acquisition_4_02-2024.hdf,4,50,240,2024-02-06 23:01:00,2024-02-07 03:00:00,240.0,True,,0.0,2.082700210631385
P4S51,RICO_Acquisition_4_02-2024.hdf,4,51,240,2024-02-07 03:01:00,2024-02-07 07:00:00,240.0,True,,0.0,2.367968744787418
P4S52,RICO_Acquisition_4_02-2024.hdf,4,52,240,2024-02-07 07:01:00,2024-02-07 11:00:00,240.0,True,,0.0,0.7637524581265069
P4S53,RICO_Acquisition_4_02-2024.hdf,4,53,240,2024-02-07 11:01:00,2024-02-07 15:00:00,240.0,True,,0.0,2.71322497847515
P4S54,RICO_Acquisition_4_02-2024.hdf,4,54,240,2024-02-07 15:01:00,2024-02-07 19:00:00,240.0,True,,0.0,1.2091803648801593
P4S55,RICO_Acquisition_4_02-2024.hdf,4,55,240,2024-02-07 19:01:00,2024-02-07 23:00:00,240.0,True,,0.0,0.6496168809769411
P4S56,RICO_Acquisition_4_02-2024.hdf,4,56,240,2024-02-07 23:01:00,2024-02-08 03:00:00,240.0,True,,0.0,0.5683272084808028
P4S57,RICO_Acquisition_4_02-2024.hdf,4,57,240,2024-02-08 03:01:00,2024-02-08 07:00:00,240.0,True,,0.0,2.1714386351367554
P4S58,RICO_Acquisition_4_02-2024.hdf,4,58,240,2024-02-08 07:01:00,2024-02-08 11:00:00,240.0,True,,0.0,1.227185026497964
P5S0,RICO_Acquisition_5_05-2024.hdf,5,0,240,2024-05-08 07:01:00,2024-05-08 11:00:00,240.0,True,,0.0,1.554035945422522
P5S1,RICO_Acquisition_5_05-2024.hdf,5,1,240,2024-05-08 11:01:00,2024-05-08 15:00:00,240.0,True,,0.0,1.0181446604053153
P5S2,RICO_Acquisition_5_05-2024.hdf,5,2,240,2024-05-08 15:01:00,2024-05-08 19:00:00,240.0,True,,0.0,2.664748667370161
P5S3,RICO_Acquisition_5_05-2024.hdf,5,3,240,2024-05-08 19:01:00,2024-05-08 23:00:00,240.0,True,,0.0,3.658409524786151
P5S4,RICO_Acquisition_5_05-2024.hdf,5,4,240,2024-05-08 23:01:00,2024-05-09 03:00:00,240.0,True,,0.0,2.5816505969518766
P5S5,RICO_Acquisition_5_05-2024.hdf,5,5,240,2024-05-09 03:01:00,2024-05-09 07:00:00,240.0,True,,0.0,0.2357038629681981
P5S6,RICO_Acquisition_5_05-2024.hdf,5,6,240,2024-05-09 07:01:00,2024-05-09 11:00:00,240.0,True,,0.0,0.33908153901035215
P5S7,RICO_Acquisition_5_05-2024.hdf,5,7,240,2024-05-09 11:01:00,2024-05-09 15:00:00,240.0,True,,0.0,1.9871736550402215
P5S8,RICO_Acquisition_5_05-2024.hdf,5,8,240,2024-05-09 15:01:00,2024-05-09 19:00:00,240.0,True,,0.0,1.4084619245923902
P5S9,RICO_Acquisition_5_05-2024.hdf,5,9,240,2024-05-09 19:01:00,2024-05-09 23:00:00,240.0,True,,0.0,1.146557442050723
P5S10,RICO_Acquisition_5_05-2024.hdf,5,10,240,2024-05-09 23:01:00,2024-05-10 03:00:00,240.0,True,,0.0,1.8970203458235813
P5S11,RICO_Acquisition_5_05-2024.hdf,5,11,240,2024-05-10 03:01:00,2024-05-10 07:00:00,240.0,True,,0.0,0.9296225295354049
P5S12,RICO_Acquisition_5_05-2024.hdf,5,12,240,2024-05-10 07:01:00,2024-05-10 11:00:00,240.0,True,,0.0,0.9681309546377261
P5S13,RICO_Acquisition_5_05-2024.hdf,5,13,240,2024-05-10 11:01:00,2024-05-10 15:00:00,240.0,True,,0.0,1.7033407162212026
P5S14,RICO_Acquisition_5_05-2024.hdf,5,14,240,2024-05-10 15:01:00,2024-05-10 19:00:00,240.0,True,,0.0,3.4416424957192033
P5S15,RICO_Acquisition_5_05-2024.hdf,5,15,240,2024-05-10 19:01:00,2024-05-10 23:00:00,240.0,True,,0.0,0.41683873713398284
P5S16,RICO_Acquisition_5_05-2024.hdf,5,16,240,2024-05-10 23:01:00,2024-05-11 03:00:00,240.0,True,,0.0,0.12300003968658257
P5S17,RICO_Acquisition_5_05-2024.hdf,5,17,240,2024-05-11 03:01:00,2024-05-11 07:00:00,240.0,True,,0.0,0.5147813377177562
P5S18,RICO_Acquisition_5_05-2024.hdf,5,18,240,2024-05-11 07:01:00,2024-05-11 11:00:00,240.0,True,,0.0,0.6589898391396191
P5S19,RICO_Acquisition_5_05-2024.hdf,5,19,240,2024-05-11 11:01:00,2024-05-11 15:00:00,240.0,True,,0.0,0.2576036845591805
P5S20,RICO_Acquisition_5_05-2024.hdf,5,20,240,2024-05-11 15:01:00,2024-05-11 19:00:00,240.0,True,,0.0,1.7903798693876412
P5S21,RICO_Acquisition_5_05-2024.hdf,5,21,240,2024-05-11 19:01:00,2024-05-11 23:00:00,240.0,True,,0.0,0.049092176983754274
P5S22,RICO_Acquisition_5_05-2024.hdf,5,22,240,2024-05-11 23:01:00,2024-05-12 03:00:00,240.0,True,,0.0,0.5510467723594383
P5S23,RICO_Acquisition_5_05-2024.hdf,5,23,240,2024-05-12 03:01:00,2024-05-12 07:00:00,240.0,True,,0.0,0.8287675479503074
P5S24,RICO_Acquisition_5_05-2024.hdf,5,24,240,2024-05-12 07:01:00,2024-05-12 11:00:00,240.0,True,,0.0,0.8774233229104234
P5S25,RICO_Acquisition_5_05-2024.hdf,5,25,240,2024-05-12 11:01:00,2024-05-12 15:00:00,240.0,True,,0.0,0.9375476742875873
P5S26,RICO_Acquisition_5_05-2024.hdf,5,26,240,2024-05-12 15:01:00,2024-05-12 19:00:00,240.0,True,,0.0,0.2681718547016341
P5S27,RICO_Acquisition_5_05-2024.hdf,5,27,240,2024-05-12 19:01:00,2024-05-12 23:00:00,240.0,True,,0.0,1.1127352524210212
P5S28,RICO_Acquisition_5_05-2024.hdf,5,28,240,2024-05-12 23:01:00,2024-05-13 03:00:00,240.0,True,,0.0,1.7658515000483908
P5S29,RICO_Acquisition_5_05-2024.hdf,5,29,240,2024-05-13 03:01:00,2024-05-13 07:00:00,240.0,True,,0.0,5.49589018504563
P5S30,RICO_Acquisition_5_05-2024.hdf,5,30,240,2024-05-13 07:01:00,2024-05-13 11:00:00,240.0,True,,0.0,3.995816304939116
P5S31,RICO_Acquisition_5_05-2024.hdf,5,31,240,2024-05-13 11:01:00,2024-05-13 15:00:00,240.0,True,,0.0,3.9835011898364194
P5S32,RICO_Acquisition_5_05-2024.hdf,5,32,240,2024-05-13 15:01:00,2024-05-13 19:00:00,240.0,True,,0.0,2.583247715322105
P5S33,RICO_Acquisition_5_05-2024.hdf,5,33,240,2024-05-13 19:01:00,2024-05-13 23:00:00,240.0,True,,0.0,0.8375696020121451
P5S34,RICO_Acquisition_5_05-2024.hdf,5,34,240,2024-05-13 23:01:00,2024-05-14 03:00:00,240.0,True,,0.0,1.6199031752148427
P5S35,RICO_Acquisition_5_05-2024.hdf,5,35,240,2024-05-14 03:01:00,2024-05-14 07:00:00,240.0,True,,0.0,0.2808087542890283
P5S36,RICO_Acquisition_5_05-2024.hdf,5,36,240,2024-05-14 07:01:00,2024-05-14 11:00:00,240.0,True,,0.0,0.4340283156667983
P5S37,RICO_Acquisition_5_05-2024.hdf,5,37,240,2024-05-14 11:01:00,2024-05-14 15:00:00,240.0,True,,0.0,0.5844019401191809
P5S38,RICO_Acquisition_5_05-2024.hdf,5,38,240,2024-05-14 15:01:00,2024-05-14 19:00:00,240.0,True,,0.0,0.32432716534590633
P5S39,RICO_Acquisition_5_05-2024.hdf,5,39,240,2024-05-14 19:01:00,2024-05-14 23:00:00,240.0,True,,0.0,0.657553339813691
P5S40,RICO_Acquisition_5_05-2024.hdf,5,40,240,2024-05-14 23:01:00,2024-05-15 03:00:00,240.0,True,,0.0,1.8030134681272507
P5S41,RICO_Acquisition_5_05-2024.hdf,5,41,240,2024-05-15 03:01:00,2024-05-15 07:00:00,240.0,True,,0.0,3.4694602050413277
P5S42,RICO_Acquisition_5_05-2024.hdf,5,42,240,2024-05-15 07:01:00,2024-05-15 11:00:00,240.0,True,,0.0,2.733671920468643
P5S43,RICO_Acquisition_5_05-2024.hdf,5,43,240,2024-05-15 11:01:00,2024-05-15 15:00:00,240.0,True,,0.0,1.3532377620822011
P5S44,RICO_Acquisition_5_05-2024.hdf,5,44,240,2024-05-15 15:01:00,2024-05-15 19:00:00,240.0,True,,0.0,1.1342579705049969
P5S45,RICO_Acquisition_5_05-2024.hdf,5,45,240,2024-05-15 19:01:00,2024-05-15 23:00:00,240.0,True,,0.0,2.9360762521972887
P5S46,RICO_Acquisition_5_05-2024.hdf,5,46,240,2024-05-15 23:01:00,2024-05-16 03:00:00,240.0,True,,0.0,3.2189605369797865
P5S47,RICO_Acquisition_5_05-2024.hdf,5,47,240,2024-05-16 03:01:00,2024-05-16 07:00:00,240.0,True,,0.0,1.124963892183601
P5S48,RICO_Acquisition_5_05-2024.hdf,5,48,240,2024-05-16 07:01:00,2024-05-16 11:00:00,240.0,True,,0.0,1.4288675524926193
P5S49,RICO_Acquisition_5_05-2024.hdf,5,49,240,2024-05-16 11:01:00,2024-05-16 15:00:00,240.0,True,,0.0,0.37720042469556664
P5S50,RICO_Acquisition_5_05-2024.hdf,5,50,240,2024-05-16 15:01:00,2024-05-16 19:00:00,240.0,True,,0.0,1.7561952007065327
P5S51,RICO_Acquisition_5_05-2024.hdf,5,51,240,2024-05-16 19:01:00,2024-05-16 23:00:00,240.0,True,,0.0,2.059455182453739
P5S52,RICO_Acquisition_5_05-2024.hdf,5,52,240,2024-05-16 23:01:00,2024-05-17 03:00:00,240.0,True,,0.0,2.169283434833162
P5S53,RICO_Acquisition_5_05-2024.hdf,5,53,240,2024-05-17 03:01:00,2024-05-17 07:00:00,240.0,True,,0.0,3.465935822073688
P5S54,RICO_Acquisition_5_05-2024.hdf,5,54,240,2024-05-17 07:01:00,2024-05-17 11:00:00,240.0,True,,0.0,1.4733470633349282
P5S55,RICO_Acquisition_5_05-2024.hdf,5,55,240,2024-05-17 11:01:00,2024-05-17 15:00:00,240.0,True,,0.0,4.494129131736166
P5S56,RICO_Acquisition_5_05-2024.hdf,5,56,240,2024-05-17 15:01:00,2024-05-17 19:00:00,240.0,True,,0.0,4.702855597090461
P5S57,RICO_Acquisition_5_05-2024.hdf,5,57,240,2024-05-17 19:01:00,2024-05-17 23:00:00,240.0,True,,0.0,1.357726931236448
P5S58,RICO_Acquisition_5_05-2024.hdf,5,58,240,2024-05-17 23:01:00,2024-05-18 03:00:00,240.0,True,,0.0,0.59186591808705
P5S59,RICO_Acquisition_5_05-2024.hdf,5,59,240,2024-05-18 03:01:00,2024-05-18 07:00:00,240.0,True,,0.0,0.3716015228322794
