priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis
38,pleia_energy,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s45_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.8545447921196,1025.818813543561,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
39,pleia_energy,1,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.93856703201996,513.0129899572612,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
40,pleia_energy,3,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.9272723960598,512.9094067717805,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
41,pleia_energy,6,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f2_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,55.90844800279286,512.7367681293127,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
42,pleia_energy,1,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.91538030533671,769.5885403928788,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
43,pleia_energy,3,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.90032079072316,769.4504294789047,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
44,pleia_energy,6,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f1_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,83.88149639745623,769.2777908364369,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
45,pleia_energy,1,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h1_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.88842870000008,1026.129563100003,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
46,pleia_energy,3,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h3_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.87336918538652,1025.9914521860287,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
47,pleia_energy,6,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""pleia_energy"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1""]",outputs/matched_forecasting005/pleia_energy_h6_f0_s46_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,111.8545447921196,1025.818813543561,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
48,rico,15,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s42_v1""]",outputs/matched_forecasting005/rico_h15_f2_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,46.39083476703122,425.4506704976021,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
49,rico,30,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s42_v1""]",outputs/matched_forecasting005/rico_h30_f2_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,42.94597079918237,393.857798925998,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
50,rico,60,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s42_v1""]",outputs/matched_forecasting005/rico_h60_f2_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,36.05624286348466,330.67205578278976,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
51,rico,5,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s42_v1""]",outputs/matched_forecasting005/rico_h5_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,73.43019325565469,673.4288165383243,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
52,rico,15,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s42_v1""]",outputs/matched_forecasting005/rico_h15_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,69.96650489453889,641.6633063242523,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
53,rico,30,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s42_v1""]",outputs/matched_forecasting005/rico_h30_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,64.77097235286521,594.0150410031445,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
54,rico,60,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s42_v1""]",outputs/matched_forecasting005/rico_h60_f1_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,54.37990726951786,498.71851036092886,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
55,rico,5,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s42_v1""]",outputs/matched_forecasting005/rico_h5_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,98.17297576571224,900.345048197977,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
56,rico,15,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s42_v1""]",outputs/matched_forecasting005/rico_h15_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,93.54217502204656,857.8759421509026,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
57,rico,30,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s42_v1""]",outputs/matched_forecasting005/rico_h30_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,86.59597390654807,794.1722830802911,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
58,rico,60,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s42_v1""]",outputs/matched_forecasting005/rico_h60_f0_s42_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,72.70357167555105,666.7649649390679,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
59,rico,5,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s43_v1""]",outputs/matched_forecasting005/rico_h5_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,48.68741074559713,446.5125848786715,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
60,rico,15,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s43_v1""]",outputs/matched_forecasting005/rico_h15_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,46.39083476703122,425.4506704976021,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
61,rico,30,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s43_v1""]",outputs/matched_forecasting005/rico_h30_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,42.94597079918237,393.857798925998,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
62,rico,60,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s43_v1""]",outputs/matched_forecasting005/rico_h60_f2_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,36.05624286348466,330.67205578278976,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
63,rico,5,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s43_v1""]",outputs/matched_forecasting005/rico_h5_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,73.43019325565469,673.4288165383243,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
64,rico,15,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s43_v1""]",outputs/matched_forecasting005/rico_h15_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,69.96650489453889,641.6633063242523,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
65,rico,30,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s43_v1""]",outputs/matched_forecasting005/rico_h30_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,64.77097235286521,594.0150410031445,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
66,rico,60,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s43_v1""]",outputs/matched_forecasting005/rico_h60_f1_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,54.37990726951786,498.71851036092886,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
67,rico,5,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s43_v1""]",outputs/matched_forecasting005/rico_h5_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,98.17297576571224,900.345048197977,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
68,rico,15,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s43_v1""]",outputs/matched_forecasting005/rico_h15_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,93.54217502204656,857.8759421509026,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
69,rico,30,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s43_v1""]",outputs/matched_forecasting005/rico_h30_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,86.59597390654807,794.1722830802911,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
70,rico,60,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s43_v1""]",outputs/matched_forecasting005/rico_h60_f0_s43_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,72.70357167555105,666.7649649390679,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
71,rico,5,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s44_v1""]",outputs/matched_forecasting005/rico_h5_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,48.68741074559713,446.5125848786715,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
72,rico,15,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s44_v1""]",outputs/matched_forecasting005/rico_h15_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,46.39083476703122,425.4506704976021,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
73,rico,30,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s44_v1""]",outputs/matched_forecasting005/rico_h30_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,42.94597079918237,393.857798925998,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
74,rico,60,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s44_v1""]",outputs/matched_forecasting005/rico_h60_f2_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,36.05624286348466,330.67205578278976,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
75,rico,5,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s44_v1""]",outputs/matched_forecasting005/rico_h5_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,73.43019325565469,673.4288165383243,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
76,rico,15,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s44_v1""]",outputs/matched_forecasting005/rico_h15_f1_s44_v1,False,implement and verify matched_forecasting005; explicit fitting authorization; per-unit resource guard,10,69.96650489453889,641.6633063242523,"PLEIA measured 3-model phase min/max times x fitting-row ratio x [0.5,3]; excludes preparation/I/O; not an ETA"
